contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
NVDA240628P00070000,2024-06-25 18:11:48+00:00,70.0,0.01,0.0,0.0,0.0,0.0,25.0,7703.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00071000,2024-06-24 16:41:00+00:00,71.0,0.01,0.0,0.0,0.0,0.0,245.0,3676.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00072000,2024-06-24 13:53:11+00:00,72.0,0.01,0.0,0.0,0.0,0.0,153.0,9753.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00073000,2024-06-24 13:53:09+00:00,73.0,0.01,0.0,0.0,0.0,0.0,222.0,12260.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00074000,2024-06-24 15:05:44+00:00,74.0,0.01,0.0,0.0,0.0,0.0,171.0,1235.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00074500,2024-06-24 13:58:51+00:00,74.5,0.01,0.0,0.0,0.0,0.0,142.0,5676.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00075000,2024-06-25 14:23:48+00:00,75.0,0.01,0.0,0.0,0.0,0.0,10.0,6579.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00075500,2024-06-24 18:09:06+00:00,75.5,0.01,0.0,0.0,0.0,0.0,248.0,1918.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00076000,2024-06-24 18:46:31+00:00,76.0,0.01,0.0,0.0,0.0,0.0,84.0,5645.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00076500,2024-06-24 14:02:31+00:00,76.5,0.01,0.0,0.0,0.0,0.0,39.0,307.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00077000,2024-06-24 14:47:30+00:00,77.0,0.01,0.0,0.0,0.0,0.0,24.0,11962.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00077500,2024-06-24 14:06:14+00:00,77.5,0.01,0.0,0.0,0.0,0.0,5.0,584.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00078000,2024-06-24 14:06:04+00:00,78.0,0.01,0.0,0.0,0.0,0.0,40.0,2565.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00078500,2024-06-24 15:48:50+00:00,78.5,0.01,0.0,0.0,0.0,0.0,155.0,2528.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00079000,2024-06-24 13:45:54+00:00,79.0,0.02,0.0,0.0,0.0,0.0,62.0,1928.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00079500,2024-06-24 16:13:47+00:00,79.5,0.01,0.0,0.0,0.0,0.0,408.0,1570.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00080000,2024-06-25 14:33:00+00:00,80.0,0.01,0.0,0.0,0.0,0.0,91.0,17301.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00080500,2024-06-24 16:08:43+00:00,80.5,0.01,0.0,0.0,0.0,0.0,465.0,1339.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00081000,2024-06-25 19:08:01+00:00,81.0,0.01,0.0,0.0,0.0,0.0,16.0,1196.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00081500,2024-06-24 18:04:27+00:00,81.5,0.01,0.0,0.0,0.0,0.0,437.0,1241.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00082000,2024-06-24 19:16:15+00:00,82.0,0.01,0.0,0.0,0.0,0.0,334.0,1868.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00082500,2024-06-25 13:43:26+00:00,82.5,0.01,0.0,0.0,0.0,0.0,100.0,497.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00083000,2024-06-25 13:43:18+00:00,83.0,0.01,0.0,0.0,0.0,0.0,108.0,1104.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00083500,2024-06-24 19:48:11+00:00,83.5,0.01,0.0,0.0,0.0,0.0,87.0,1388.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00084000,2024-06-25 13:30:00+00:00,84.0,0.01,0.0,0.0,0.0,0.0,10.0,2595.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00084500,2024-06-25 15:09:04+00:00,84.5,0.01,0.0,0.0,0.0,0.0,73.0,5189.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00085000,2024-06-25 16:46:13+00:00,85.0,0.01,0.0,0.0,0.0,0.0,14.0,6064.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00085500,2024-06-25 15:09:49+00:00,85.5,0.01,0.0,0.0,0.0,0.0,18.0,3189.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00086000,2024-06-25 15:09:43+00:00,86.0,0.01,0.0,0.0,0.0,0.0,19.0,2421.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00086500,2024-06-25 15:11:28+00:00,86.5,0.01,0.0,0.0,0.0,0.0,641.0,1683.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00087000,2024-06-25 15:42:12+00:00,87.0,0.01,0.0,0.0,0.0,0.0,177.0,2040.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00087500,2024-06-25 15:45:57+00:00,87.5,0.01,0.0,0.0,0.0,0.0,16.0,5356.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00088000,2024-06-25 19:39:54+00:00,88.0,0.01,0.0,0.0,0.0,0.0,50.0,10836.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00088500,2024-06-25 15:45:02+00:00,88.5,0.01,0.0,0.0,0.0,0.0,105.0,4232.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00089000,2024-06-25 17:34:38+00:00,89.0,0.01,0.0,0.0,0.0,0.0,108.0,3578.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00089500,2024-06-25 17:55:56+00:00,89.5,0.01,0.0,0.0,0.0,0.0,245.0,10568.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00090000,2024-06-25 19:15:26+00:00,90.0,0.02,0.0,0.0,0.0,0.0,686.0,11230.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00090500,2024-06-25 19:46:43+00:00,90.5,0.01,0.0,0.0,0.0,0.0,708.0,3855.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00091000,2024-06-25 19:58:00+00:00,91.0,0.01,0.0,0.0,0.0,0.0,273.0,12559.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00091500,2024-06-25 17:48:12+00:00,91.5,0.01,0.0,0.0,0.0,0.0,195.0,1544.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00092000,2024-06-25 17:47:04+00:00,92.0,0.01,0.0,0.0,0.0,0.0,115.0,2890.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00092500,2024-06-25 17:31:42+00:00,92.5,0.02,0.0,0.0,0.0,0.0,2.0,1699.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00093000,2024-06-25 16:28:10+00:00,93.0,0.01,0.0,0.0,0.0,0.0,185.0,3448.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00093500,2024-06-25 19:46:43+00:00,93.5,0.02,0.0,0.0,0.0,0.0,365.0,3634.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00094000,2024-06-25 18:53:16+00:00,94.0,0.01,0.0,0.0,0.0,0.0,714.0,2901.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00094500,2024-06-25 19:20:06+00:00,94.5,0.01,0.0,0.0,0.0,0.0,301.0,2753.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00095000,2024-06-25 19:50:51+00:00,95.0,0.01,0.0,0.0,0.0,0.0,1443.0,9626.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00095500,2024-06-25 19:44:08+00:00,95.5,0.01,0.0,0.0,0.0,0.0,1023.0,4543.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00096000,2024-06-25 19:38:09+00:00,96.0,0.01,0.0,0.0,0.0,0.0,1641.0,3237.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00096500,2024-06-25 19:36:03+00:00,96.5,0.02,0.0,0.0,0.0,0.0,530.0,4279.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00097000,2024-06-25 19:59:17+00:00,97.0,0.02,0.0,0.0,0.0,0.0,389.0,4626.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00097500,2024-06-25 19:54:22+00:00,97.5,0.02,0.0,0.0,0.0,0.0,321.0,1900.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00098000,2024-06-25 19:28:10+00:00,98.0,0.02,0.0,0.0,0.0,0.0,422.0,3508.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00098500,2024-06-25 19:45:27+00:00,98.5,0.02,0.0,0.0,0.0,0.0,896.0,1716.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00099000,2024-06-25 19:40:09+00:00,99.0,0.02,0.0,0.0,0.0,0.0,1401.0,4466.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00099500,2024-06-25 19:57:08+00:00,99.5,0.03,0.0,0.0,0.0,0.0,1073.0,5066.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00100000,2024-06-25 19:59:57+00:00,100.0,0.03,0.0,0.0,-0.089999996,-75.0,19995.0,68959.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00100500,2024-06-25 19:42:30+00:00,100.5,0.04,0.0,0.0,-0.089999996,-69.230774,2050.0,4449.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00101000,2024-06-25 19:43:14+00:00,101.0,0.03,0.0,0.0,-0.11,-78.57143,1408.0,4789.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00101500,2024-06-25 19:45:35+00:00,101.5,0.04,0.0,0.0,-0.11000001,-73.333336,862.0,2321.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00102000,2024-06-25 19:52:40+00:00,102.0,0.03,0.0,0.0,-0.14,-82.35294,2704.0,7509.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00102500,2024-06-25 19:54:27+00:00,102.5,0.03,0.0,0.0,-0.14,-82.35294,994.0,18162.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00103000,2024-06-25 19:57:52+00:00,103.0,0.03,0.0,0.0,-0.16,-84.210526,1523.0,19529.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00103500,2024-06-25 19:59:42+00:00,103.5,0.05,0.0,0.0,-0.15,-75.0,1187.0,7796.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00104000,2024-06-25 19:58:32+00:00,104.0,0.05,0.0,0.0,-0.19,-79.16667,5991.0,7480.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00105000,2024-06-25 19:57:46+00:00,105.0,0.05,0.0,0.0,-0.23,-82.14286,9341.0,28708.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00106000,2024-06-25 19:44:10+00:00,106.0,0.08,0.0,0.0,-0.26999998,-77.14286,2941.0,7532.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00107000,2024-06-25 19:58:14+00:00,107.0,0.06,0.0,0.0,-0.35999998,-85.71429,3717.0,8018.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00108000,2024-06-25 19:58:48+00:00,108.0,0.08,0.0,0.0,-0.42000002,-84.0,7946.0,10429.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00109000,2024-06-25 19:59:41+00:00,109.0,0.1,0.0,0.0,-0.51,-83.60655,7182.0,8697.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628P00110000,2024-06-25 19:59:52+00:00,110.0,0.11,0.0,0.0,-0.64,-85.333336,86307.0,100535.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00111000,2024-06-25 19:59:54+00:00,111.0,0.11,0.0,0.0,-0.81,-88.04348,9766.0,13795.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00112000,2024-06-25 19:59:42+00:00,112.0,0.14,0.0,0.0,-1.01,-87.82609,15389.0,21839.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00113000,2024-06-25 19:59:36+00:00,113.0,0.15,0.0,0.0,-1.26,-89.3617,17983.0,17645.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00114000,2024-06-25 19:59:54+00:00,114.0,0.16,0.0,0.0,-1.5400001,-90.58824,17891.0,18480.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00115000,2024-06-25 19:59:51+00:00,115.0,0.2,0.0,0.0,-1.8499999,-90.2439,95350.0,67113.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00116000,2024-06-25 19:59:49+00:00,116.0,0.25,0.0,0.0,-2.18,-89.71193,22600.0,25598.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00116500,2024-06-25 19:59:32+00:00,116.5,0.27,0.0,0.0,-2.3700001,-89.77273,13541.0,5611.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00117000,2024-06-25 19:59:48+00:00,117.0,0.31,0.0,0.0,-2.54,-89.12281,35676.0,21662.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628P00118000,2024-06-25 19:59:57+00:00,118.0,0.4,0.0,0.0,-2.99,-88.200584,59058.0,25463.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628P00119000,2024-06-25 19:59:55+00:00,119.0,0.49,0.0,0.0,-3.41,-87.4359,66836.0,20002.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628P00120000,2024-06-25 19:59:54+00:00,120.0,0.62,0.0,0.0,-3.88,-86.22222,287619.0,65416.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628P00121000,2024-06-25 19:59:55+00:00,121.0,0.81,0.0,0.0,-4.3,-84.148735,82252.0,24107.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628P00122000,2024-06-25 19:59:54+00:00,122.0,1.06,0.0,0.0,-4.71,-81.62912,101614.0,23476.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628P00123000,2024-06-25 19:59:53+00:00,123.0,1.35,0.0,0.0,-5.17,-79.29448,92338.0,25116.0,0.062509375,False,REGULAR,USD,2024-06-28
NVDA240628P00124000,2024-06-25 19:59:59+00:00,124.0,1.7,0.0,0.0,-5.55,-76.55173,126182.0,22662.0,0.062509375,False,REGULAR,USD,2024-06-28
NVDA240628P00125000,2024-06-25 19:59:55+00:00,125.0,2.11,0.0,0.0,-5.9400005,-73.788826,136365.0,42006.0,0.0312596875,False,REGULAR,USD,2024-06-28
NVDA240628P00126000,2024-06-25 19:59:56+00:00,126.0,2.56,0.0,0.0,-6.14,-70.574715,24880.0,13544.0,0.0039162109375,False,REGULAR,USD,2024-06-28
NVDA240628P00127000,2024-06-25 19:59:58+00:00,127.0,3.15,0.0,0.0,-6.4999995,-67.357506,11866.0,15509.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00128000,2024-06-25 19:59:58+00:00,128.0,3.72,0.0,0.0,-6.83,-64.739334,5873.0,12757.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00129000,2024-06-25 19:59:49+00:00,129.0,4.31,0.0,0.0,-7.03,-61.992943,7190.0,10795.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00130000,2024-06-25 19:59:55+00:00,130.0,5.1,0.0,0.0,-7.2500005,-58.704456,15465.0,28580.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00131000,2024-06-25 19:59:55+00:00,131.0,5.85,0.0,0.0,-7.2999997,-55.51331,720.0,9819.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00132000,2024-06-25 19:56:59+00:00,132.0,7.0,0.0,0.0,-7.1499996,-50.530033,1538.0,28266.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00133000,2024-06-25 19:58:59+00:00,133.0,7.4,0.0,0.0,-7.7499995,-51.155113,1477.0,12333.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00134000,2024-06-25 19:58:04+00:00,134.0,8.35,0.0,0.0,-7.3499994,-46.815285,640.0,5700.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00135000,2024-06-25 19:56:30+00:00,135.0,9.55,0.0,0.0,-7.4000006,-43.657818,3305.0,39434.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00136000,2024-06-25 19:59:22+00:00,136.0,10.1,0.0,0.0,-7.83,-43.669827,619.0,7698.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00137000,2024-06-25 19:57:06+00:00,137.0,11.5,0.0,0.0,-7.41,-39.185616,266.0,3156.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00138000,2024-06-25 19:56:41+00:00,138.0,12.46,0.0,0.0,-7.4700003,-37.481182,312.0,2805.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00139000,2024-06-25 19:35:57+00:00,139.0,12.86,0.0,0.0,-7.5199995,-36.89892,156.0,3036.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00140000,2024-06-25 19:59:43+00:00,140.0,13.9,0.0,0.0,-7.950001,-36.38444,3382.0,14423.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00141000,2024-06-25 18:26:33+00:00,141.0,15.2,0.0,0.0,-6.1500006,-28.805622,52.0,28.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00142000,2024-06-25 19:27:47+00:00,142.0,16.18,0.0,0.0,-7.449999,-31.527716,93.0,1663.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00143000,2024-06-25 13:39:21+00:00,143.0,23.5,0.0,0.0,0.069999695,0.29876095,1.0,19.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00144000,2024-06-25 19:19:03+00:00,144.0,18.7,0.0,0.0,-6.049999,-24.444443,16.0,2443.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00145000,2024-06-25 19:10:57+00:00,145.0,19.15,0.0,0.0,-7.700001,-28.677841,60.0,987.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00146000,2024-06-25 19:55:16+00:00,146.0,20.3,0.0,0.0,-7.42,-26.767677,41.0,19.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00147000,2024-06-24 15:41:59+00:00,147.0,26.45,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00148000,2024-06-25 19:19:43+00:00,148.0,22.75,0.0,0.0,-2.709999,-10.644144,20.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00149000,2024-06-25 19:22:40+00:00,149.0,23.51,0.0,0.0,-5.9400005,-20.16978,23.0,5.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00150000,2024-06-25 19:58:30+00:00,150.0,24.05,0.0,0.0,-7.700001,-24.25197,162.0,50.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00155000,2024-06-25 19:59:24+00:00,155.0,28.88,0.0,0.0,-7.3500004,-20.287056,4.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00160000,2024-06-25 19:01:50+00:00,160.0,35.1,0.0,0.0,1.6299973,4.8700247,59.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00165000,2024-06-25 13:34:47+00:00,165.0,44.15,0.0,0.0,-0.8999977,-1.9977752,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00170000,2024-06-25 19:53:12+00:00,170.0,44.08,0.0,0.0,-6.419998,-12.712868,4.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00175000,2024-06-21 14:08:28+00:00,175.0,48.35,0.0,0.0,0.0,0.0,30.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00180000,2024-06-18 19:03:40+00:00,180.0,44.35,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00185000,2024-06-24 14:40:20+00:00,185.0,63.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00190000,2024-06-24 14:40:20+00:00,190.0,68.83,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00195000,2024-06-25 15:18:30+00:00,195.0,71.0,0.0,0.0,-4.9800034,-6.5543604,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00200000,2024-06-25 18:31:25+00:00,200.0,74.88,0.0,0.0,-4.9100037,-6.153658,50.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00220000,2024-06-21 14:01:12+00:00,220.0,93.02,0.0,0.0,0.0,0.0,2.0,,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00260000,2024-06-06 13:43:21+00:00,260.0,0.02,0.0,0.06,0.0,0.0,5.0,17.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628P00280000,2024-06-06 18:37:25+00:00,280.0,0.04,0.0,0.06,0.0,0.0,50.0,53.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
