contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
NVDA240628C00082000,2024-06-25 15:15:24+00:00,82.0,42.2,0.0,0.0,0.0,0.0,1.0,103.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00082500,2024-06-25 18:10:16+00:00,82.5,42.55,0.0,0.0,0.0,0.0,2.0,143.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00083000,2024-06-25 17:31:38+00:00,83.0,41.25,0.0,0.0,0.0,0.0,1.0,307.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00083500,2024-06-25 18:10:16+00:00,83.5,41.55,0.0,0.0,0.0,0.0,16.0,51.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00084000,2024-06-25 17:31:38+00:00,84.0,40.25,0.0,0.0,0.0,0.0,1.0,596.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00084500,2024-06-25 17:01:49+00:00,84.5,39.05,0.0,0.0,0.0,0.0,2.0,192.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00085000,2024-06-25 19:17:24+00:00,85.0,40.5,0.0,0.0,0.0,0.0,18.0,472.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00085500,2024-06-25 17:27:36+00:00,85.5,38.9,0.0,0.0,0.0,0.0,2.0,491.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00086000,2024-06-25 15:53:30+00:00,86.0,38.45,0.0,0.0,0.0,0.0,6.0,133.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00086500,2024-06-21 18:39:56+00:00,86.5,40.1,0.0,0.0,0.0,0.0,15.0,194.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00087000,2024-06-25 17:27:36+00:00,87.0,37.4,0.0,0.0,0.0,0.0,2.0,257.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00087500,2024-06-25 17:31:38+00:00,87.5,36.75,0.0,0.0,0.0,0.0,1.0,321.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00088000,2024-06-25 17:31:38+00:00,88.0,36.25,0.0,0.0,0.0,0.0,1.0,168.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00088500,2024-06-25 19:54:02+00:00,88.5,37.5,0.0,0.0,0.0,0.0,12.0,319.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00089000,2024-06-25 17:31:38+00:00,89.0,35.25,0.0,0.0,0.0,0.0,1.0,278.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00089500,2024-06-25 16:23:26+00:00,89.5,35.05,0.0,0.0,0.0,0.0,3.0,297.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00090000,2024-06-25 18:35:04+00:00,90.0,34.9,0.0,0.0,0.0,0.0,122.0,1798.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00090500,2024-06-25 19:16:50+00:00,90.5,34.95,0.0,0.0,0.0,0.0,6.0,458.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00091000,2024-06-25 14:18:36+00:00,91.0,30.24,0.0,0.0,0.0,0.0,1.0,721.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00091500,2024-06-24 17:58:35+00:00,91.5,28.35,0.0,0.0,0.0,0.0,16.0,334.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00092000,2024-06-25 15:53:30+00:00,92.0,32.45,0.0,0.0,0.0,0.0,6.0,851.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00092500,2024-06-25 19:48:28+00:00,92.5,33.7,0.0,0.0,0.0,0.0,16.0,1024.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00093000,2024-06-25 19:48:28+00:00,93.0,33.2,0.0,0.0,0.0,0.0,11.0,1161.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00093500,2024-06-25 19:28:19+00:00,93.5,32.45,0.0,0.0,0.0,0.0,166.0,1810.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00094000,2024-06-25 19:50:00+00:00,94.0,31.9,0.0,0.0,0.0,0.0,4.0,1727.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00094500,2024-06-25 19:38:30+00:00,94.5,31.85,0.0,0.0,0.0,0.0,1.0,1572.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00095000,2024-06-25 19:55:00+00:00,95.0,30.9,0.0,0.0,0.0,0.0,53.0,9641.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00095500,2024-06-25 13:53:28+00:00,95.5,26.2,0.0,0.0,0.0,0.0,8.0,2048.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00096000,2024-06-25 19:53:10+00:00,96.0,30.0,0.0,0.0,0.0,0.0,10.0,757.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00096500,2024-06-25 19:38:30+00:00,96.5,29.87,0.0,0.0,0.0,0.0,4.0,1252.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00097000,2024-06-25 19:43:27+00:00,97.0,29.2,0.0,0.0,0.0,0.0,5.0,599.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00097500,2024-06-24 19:52:41+00:00,97.5,21.0,0.0,0.0,0.0,0.0,40.0,1061.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00098000,2024-06-25 19:17:15+00:00,98.0,27.45,0.0,0.0,0.0,0.0,206.0,710.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00098500,2024-06-24 19:04:53+00:00,98.5,21.75,0.0,0.0,0.0,0.0,30.0,579.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00099000,2024-06-25 19:00:10+00:00,99.0,26.0,0.0,0.0,0.0,0.0,29.0,418.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00099500,2024-06-24 19:12:35+00:00,99.5,21.05,0.0,0.0,0.0,0.0,24.0,412.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00100000,2024-06-25 19:57:26+00:00,100.0,26.3,0.0,0.0,7.799999,42.16216,1805.0,4668.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00100500,2024-06-25 19:17:20+00:00,100.5,25.0,0.0,0.0,6.6499996,36.239777,37.0,450.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00101000,2024-06-25 19:56:17+00:00,101.0,24.75,0.0,0.0,6.6499996,36.740326,13.0,1962.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00101500,2024-06-25 18:10:16+00:00,101.5,24.45,0.0,0.0,5.460001,28.751982,4.0,171.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00102000,2024-06-25 19:49:29+00:00,102.0,24.05,0.0,0.0,6.5,37.037037,12.0,1375.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00102500,2024-06-25 19:58:48+00:00,102.5,23.65,0.0,0.0,7.049999,42.469875,34.0,1438.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00103000,2024-06-25 19:45:14+00:00,103.0,23.1,0.0,0.0,7.25,45.741325,425.0,2365.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00103500,2024-06-25 18:28:55+00:00,103.5,21.5,0.0,0.0,4.200001,24.277462,18.0,960.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00104000,2024-06-25 19:43:58+00:00,104.0,22.1,0.0,0.0,7.3,49.324326,1968.0,3185.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00105000,2024-06-25 19:50:33+00:00,105.0,20.75,0.0,0.0,7.05,51.459854,250.0,2722.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00106000,2024-06-25 19:59:55+00:00,106.0,20.29,0.0,0.0,7.290001,56.07693,220.0,2636.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00107000,2024-06-25 19:53:58+00:00,107.0,19.09,0.0,0.0,7.41,63.44178,357.0,7313.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00108000,2024-06-25 19:59:55+00:00,108.0,18.26,0.0,0.0,7.1100006,63.766823,211.0,867.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00109000,2024-06-25 19:28:06+00:00,109.0,17.1,0.0,0.0,7.1800003,72.37903,305.0,1992.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00110000,2024-06-25 19:58:38+00:00,110.0,16.35,0.0,0.0,7.3,80.66298,3208.0,7312.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00111000,2024-06-25 19:59:40+00:00,111.0,15.4,0.0,0.0,7.0999994,85.54216,1199.0,5296.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00112000,2024-06-25 19:50:03+00:00,112.0,14.4,0.0,0.0,6.9999995,94.59458,640.0,6970.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00113000,2024-06-25 19:55:44+00:00,113.0,13.0,0.0,0.0,6.33,94.90255,908.0,5737.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00114000,2024-06-25 19:55:45+00:00,114.0,11.95,0.0,0.0,6.02,101.51771,835.0,6690.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00115000,2024-06-25 19:59:42+00:00,115.0,11.5,0.0,0.0,6.25,119.04762,6786.0,10379.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00116000,2024-06-25 19:59:32+00:00,116.0,10.45,0.0,0.0,5.7999997,124.73118,3912.0,5320.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00116500,2024-06-25 19:59:36+00:00,116.5,10.05,0.0,0.0,5.6000004,125.84271,1880.0,2556.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00117000,2024-06-25 19:58:53+00:00,117.0,9.5,0.0,0.0,5.4,131.70732,4976.0,6095.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00118000,2024-06-25 19:59:21+00:00,118.0,8.6,0.0,0.0,5.0000005,138.88892,11401.0,7582.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00119000,2024-06-25 19:59:51+00:00,119.0,7.69,0.0,0.0,4.49,140.31248,21901.0,10380.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00120000,2024-06-25 19:59:58+00:00,120.0,6.9,0.0,0.0,4.2,155.55553,90167.0,27246.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00121000,2024-06-25 19:59:46+00:00,121.0,5.95,0.0,0.0,3.62,155.3648,52985.0,16731.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00122000,2024-06-25 19:59:54+00:00,122.0,5.15,0.0,0.0,3.15,157.5,90963.0,19773.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00123000,2024-06-25 19:59:58+00:00,123.0,4.53,0.0,0.0,2.8100002,163.3721,136847.0,18346.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00124000,2024-06-25 19:59:55+00:00,124.0,3.95,0.0,0.0,2.47,166.89189,102832.0,21311.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00125000,2024-06-25 19:59:59+00:00,125.0,3.4,0.0,0.0,2.16,174.19356,287302.0,55001.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00126000,2024-06-25 19:59:57+00:00,126.0,2.84,0.0,0.0,1.78,167.92453,129613.0,22003.0,1.0000000000000003e-05,True,REGULAR,USD,2024-06-28
NVDA240628C00127000,2024-06-25 19:59:59+00:00,127.0,2.37,0.0,0.0,1.4599998,160.43953,74524.0,28011.0,0.0312596875,False,REGULAR,USD,2024-06-28
NVDA240628C00128000,2024-06-25 20:00:00+00:00,128.0,1.99,0.0,0.0,1.22,158.44156,80873.0,33733.0,0.062509375,False,REGULAR,USD,2024-06-28
NVDA240628C00129000,2024-06-25 19:59:59+00:00,129.0,1.6,0.0,0.0,0.97,153.96826,57505.0,27018.0,0.062509375,False,REGULAR,USD,2024-06-28
NVDA240628C00130000,2024-06-25 19:59:59+00:00,130.0,1.3,0.0,0.0,0.74999994,136.36362,236967.0,100035.0,0.062509375,False,REGULAR,USD,2024-06-28
NVDA240628C00131000,2024-06-25 19:59:55+00:00,131.0,1.02,0.0,0.0,0.53999996,112.499985,36983.0,32407.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628C00132000,2024-06-25 19:59:58+00:00,132.0,0.84,0.0,0.0,0.40999997,95.34882,40169.0,35707.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628C00133000,2024-06-25 19:59:59+00:00,133.0,0.64,0.0,0.0,0.26999998,72.97297,28168.0,32202.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628C00134000,2024-06-25 19:59:58+00:00,134.0,0.51,0.0,0.0,0.17999998,54.54545,23629.0,30500.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628C00135000,2024-06-25 19:59:56+00:00,135.0,0.4,0.0,0.0,0.110000014,37.93104,76592.0,121029.0,0.12500875,False,REGULAR,USD,2024-06-28
NVDA240628C00136000,2024-06-25 19:59:59+00:00,136.0,0.32,0.0,0.0,0.06999999,27.999996,16573.0,17999.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00137000,2024-06-25 19:59:59+00:00,137.0,0.23,0.0,0.0,0.010000005,4.545457,20216.0,22728.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00138000,2024-06-25 19:59:57+00:00,138.0,0.18,0.0,0.0,-0.019999996,-9.999997,21132.0,27116.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00139000,2024-06-25 19:59:47+00:00,139.0,0.15,0.0,0.0,-0.03999999,-21.052628,14009.0,68681.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00140000,2024-06-25 19:59:49+00:00,140.0,0.12,0.0,0.0,-0.06000001,-33.333336,53967.0,128692.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00141000,2024-06-25 19:59:46+00:00,141.0,0.1,0.0,0.0,-0.050000004,-33.333336,11647.0,14913.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00142000,2024-06-25 19:59:31+00:00,142.0,0.08,0.0,0.0,-0.060000002,-42.857143,15789.0,21211.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00143000,2024-06-25 19:57:48+00:00,143.0,0.07,0.0,0.0,-0.07,-50.0,10439.0,9361.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00144000,2024-06-25 19:59:43+00:00,144.0,0.06,0.0,0.0,-0.06999999,-53.84615,7052.0,19229.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00145000,2024-06-25 19:59:44+00:00,145.0,0.05,0.0,0.0,-0.08,-61.538464,12424.0,32730.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00146000,2024-06-25 19:50:45+00:00,146.0,0.05,0.0,0.0,-0.08,-61.538464,6265.0,5842.0,0.2500075,False,REGULAR,USD,2024-06-28
NVDA240628C00147000,2024-06-25 19:55:20+00:00,147.0,0.04,0.0,0.0,-0.08,-66.66667,5199.0,13530.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628C00148000,2024-06-25 19:51:37+00:00,148.0,0.03,0.0,0.0,-0.099999994,-76.92307,1326.0,8960.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628C00149000,2024-06-25 19:29:18+00:00,149.0,0.04,0.0,0.0,-0.060000002,-60.0,2012.0,4634.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628C00150000,2024-06-25 19:59:54+00:00,150.0,0.03,0.0,0.0,-0.07,-70.0,30222.0,58063.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628C00155000,2024-06-25 19:59:27+00:00,155.0,0.03,0.0,0.0,-0.049999997,-62.499996,6944.0,29249.0,0.500005,False,REGULAR,USD,2024-06-28
NVDA240628C00160000,2024-06-25 19:58:29+00:00,160.0,0.02,0.0,0.0,-0.04,-66.66667,14297.0,34086.0,0.500005,False,REGULAR,USD,2024-06-28
